Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
300001010	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
300001020	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
300001030	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
300001040	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
300001050	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
300002010	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
300002020	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
300002030	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
300002040	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
300002050	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
300003010	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a
300003020	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a
300003030	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a
