Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]
101800	Damage	2|0|4000|0|0|0|1|7500	2|0|4235|0|0|0|1|7500	2|0|4471|0|0|0|1|7500	2|0|4706|0|0|0|1|7500	2|0|4941|0|0|0|1|7500	2|0|5176|0|0|0|1|7500	2|0|5412|0|0|0|1|7500	2|0|5647|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6118|0|0|0|1|7500	2|0|6353|0|0|0|1|7500	2|0|6588|0|0|0|1|7500	2|0|6824|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7294|0|0|0|1|7500	2|0|7529|0|0|0|1|7500	2|0|7765|0|0|0|1|7500	2|0|8000|0|0|0|1|7500	2|0|8235|0|0|0|1|7500	2|0|8471|0|0|0|1|7500	2|0|8706|0|0|0|1|7500	2|0|8941|0|0|0|1|7500	2|0|9176|0|0|0|1|7500	2|0|9412|0|0|0|1|7500	2|0|9647|0|0|0|1|7500	2|0|9647|0|0|0|1|7500	2|0|9647|0|0|0|1|7500	2|0|9647|0|0|0|1|7500	2|0|9647|0|0|0|1|7500	2|0|9647|0|0|0|1|7500
101801	Damage	2|0|2000|0|0|0|1|7500	2|0|2118|0|0|0|1|7500	2|0|2235|0|0|0|1|7500	2|0|2353|0|0|0|1|7500	2|0|2471|0|0|0|1|7500	2|0|2588|0|0|0|1|7500	2|0|2706|0|0|0|1|7500	2|0|2824|0|0|0|1|7500	2|0|2941|0|0|0|1|7500	2|0|3059|0|0|0|1|7500	2|0|3176|0|0|0|1|7500	2|0|3294|0|0|0|1|7500	2|0|3412|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3647|0|0|0|1|7500	2|0|3765|0|0|0|1|7500	2|0|3882|0|0|0|1|7500	2|0|4000|0|0|0|1|7500	2|0|4118|0|0|0|1|7500	2|0|4235|0|0|0|1|7500	2|0|4353|0|0|0|1|7500	2|0|4471|0|0|0|1|7500	2|0|4588|0|0|0|1|7500	2|0|4706|0|0|0|1|7500	2|0|4824|0|0|0|1|7500	2|0|4824|0|0|0|1|7500	2|0|4824|0|0|0|1|7500	2|0|4824|0|0|0|1|7500	2|0|4824|0|0|0|1|7500	2|0|4824|0|0|0|1|7500
101802	Damage	2|0|1500|0|0|0|1|7500	2|0|1588|0|0|0|1|7500	2|0|1676|0|0|0|1|7500	2|0|1765|0|0|0|1|7500	2|0|1853|0|0|0|1|7500	2|0|1941|0|0|0|1|7500	2|0|2029|0|0|0|1|7500	2|0|2118|0|0|0|1|7500	2|0|2206|0|0|0|1|7500	2|0|2294|0|0|0|1|7500	2|0|2382|0|0|0|1|7500	2|0|2471|0|0|0|1|7500	2|0|2559|0|0|0|1|7500	2|0|2647|0|0|0|1|7500	2|0|2735|0|0|0|1|7500	2|0|2824|0|0|0|1|7500	2|0|2912|0|0|0|1|7500	2|0|3000|0|0|0|1|7500	2|0|3088|0|0|0|1|7500	2|0|3176|0|0|0|1|7500	2|0|3265|0|0|0|1|7500	2|0|3353|0|0|0|1|7500	2|0|3441|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3618|0|0|0|1|7500	2|0|3618|0|0|0|1|7500	2|0|3618|0|0|0|1|7500	2|0|3618|0|0|0|1|7500	2|0|3618|0|0|0|1|7500	2|0|3618|0|0|0|1|7500
101803	Damage	2|0|2500|0|0|0|1|7500	2|0|2647|0|0|0|1|7500	2|0|2794|0|0|0|1|7500	2|0|2941|0|0|0|1|7500	2|0|3088|0|0|0|1|7500	2|0|3235|0|0|0|1|7500	2|0|3382|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3676|0|0|0|1|7500	2|0|3824|0|0|0|1|7500	2|0|3971|0|0|0|1|7500	2|0|4118|0|0|0|1|7500	2|0|4265|0|0|0|1|7500	2|0|4412|0|0|0|1|7500	2|0|4559|0|0|0|1|7500	2|0|4706|0|0|0|1|7500	2|0|4853|0|0|0|1|7500	2|0|5000|0|0|0|1|7500	2|0|5147|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5441|0|0|0|1|7500	2|0|5588|0|0|0|1|7500	2|0|5735|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6029|0|0|0|1|7500
101804	Damage	2|0|2500|0|0|0|1|7500	2|0|2647|0|0|0|1|7500	2|0|2794|0|0|0|1|7500	2|0|2941|0|0|0|1|7500	2|0|3088|0|0|0|1|7500	2|0|3235|0|0|0|1|7500	2|0|3382|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3676|0|0|0|1|7500	2|0|3824|0|0|0|1|7500	2|0|3971|0|0|0|1|7500	2|0|4118|0|0|0|1|7500	2|0|4265|0|0|0|1|7500	2|0|4412|0|0|0|1|7500	2|0|4559|0|0|0|1|7500	2|0|4706|0|0|0|1|7500	2|0|4853|0|0|0|1|7500	2|0|5000|0|0|0|1|7500	2|0|5147|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5441|0|0|0|1|7500	2|0|5588|0|0|0|1|7500	2|0|5735|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6029|0|0|0|1|7500
101805	Damage	2|0|7500|0|0|0|1|7500	2|0|7941|0|0|0|1|7500	2|0|8382|0|0|0|1|7500	2|0|8824|0|0|0|1|7500	2|0|9265|0|0|0|1|7500	2|0|9706|0|0|0|1|7500	2|0|10147|0|0|0|1|7500	2|0|10588|0|0|0|1|7500	2|0|11029|0|0|0|1|7500	2|0|11471|0|0|0|1|7500	2|0|11912|0|0|0|1|7500	2|0|12353|0|0|0|1|7500	2|0|12794|0|0|0|1|7500	2|0|13235|0|0|0|1|7500	2|0|13676|0|0|0|1|7500	2|0|14118|0|0|0|1|7500	2|0|14559|0|0|0|1|7500	2|0|15000|0|0|0|1|7500	2|0|15441|0|0|0|1|7500	2|0|15882|0|0|0|1|7500	2|0|16324|0|0|0|1|7500	2|0|16765|0|0|0|1|7500	2|0|17206|0|0|0|1|7500	2|0|17647|0|0|0|1|7500	2|0|18088|0|0|0|1|7500	2|0|18088|0|0|0|1|7500	2|0|18088|0|0|0|1|7500	2|0|18088|0|0|0|1|7500	2|0|18088|0|0|0|1|7500	2|0|18088|0|0|0|1|7500
101806	Damage	2|0|5000|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5588|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6471|0|0|0|1|7500	2|0|6765|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7353|0|0|0|1|7500	2|0|7647|0|0|0|1|7500	2|0|7941|0|0|0|1|7500	2|0|8235|0|0|0|1|7500	2|0|8529|0|0|0|1|7500	2|0|8824|0|0|0|1|7500	2|0|9118|0|0|0|1|7500	2|0|9412|0|0|0|1|7500	2|0|9706|0|0|0|1|7500	2|0|10000|0|0|0|1|7500	2|0|10294|0|0|0|1|7500	2|0|10588|0|0|0|1|7500	2|0|10882|0|0|0|1|7500	2|0|11176|0|0|0|1|7500	2|0|11471|0|0|0|1|7500	2|0|11765|0|0|0|1|7500	2|0|12059|0|0|0|1|7500	2|0|12059|0|0|0|1|7500	2|0|12059|0|0|0|1|7500	2|0|12059|0|0|0|1|7500	2|0|12059|0|0|0|1|7500	2|0|12059|0|0|0|1|7500
101807	DragNpc	2|1|30|0																													
101808	AddBuff	101808																													
101808000	ChangeTimeScale	0|3|0|2																													
101809	AddBuff	101809																													
101809000	ChangeTimeScale	00.1|5|0|3																													
101810	Damage	11|0|10000|0|0|0|1|7500	11|0|10588|0|0|0|1|7500	11|0|11176|0|0|0|1|7500	11|0|11765|0|0|0|1|7500	11|0|12353|0|0|0|1|7500	11|0|12941|0|0|0|1|7500	11|0|13529|0|0|0|1|7500	11|0|14118|0|0|0|1|7500	11|0|14706|0|0|0|1|7500	11|0|15294|0|0|0|1|7500	11|0|15882|0|0|0|1|7500	11|0|16471|0|0|0|1|7500	11|0|17059|0|0|0|1|7500	11|0|17647|0|0|0|1|7500	11|0|18235|0|0|0|1|7500	11|0|18824|0|0|0|1|7500	11|0|19412|0|0|0|1|7500	11|0|20000|0|0|0|1|7500	11|0|20588|0|0|0|1|7500	11|0|21176|0|0|0|1|7500	11|0|21765|0|0|0|1|7500	11|0|22353|0|0|0|1|7500	11|0|22941|0|0|0|1|7500	11|0|23529|0|0|0|1|7500	11|0|24118|0|0|0|1|7500	11|0|24118|0|0|0|1|7500	11|0|24118|0|0|0|1|7500	11|0|24118|0|0|0|1|7500	11|0|24118|0|0|0|1|7500	11|0|24118|0|0|0|1|7500
101811	Damage	12|0|20000|0|0|0|1|7500	12|0|21176|0|0|0|1|7500	12|0|22353|0|0|0|1|7500	12|0|23529|0|0|0|1|7500	12|0|24706|0|0|0|1|7500	12|0|25882|0|0|0|1|7500	12|0|27059|0|0|0|1|7500	12|0|28235|0|0|0|1|7500	12|0|29412|0|0|0|1|7500	12|0|30588|0|0|0|1|7500	12|0|31765|0|0|0|1|7500	12|0|32941|0|0|0|1|7500	12|0|34118|0|0|0|1|7500	12|0|35294|0|0|0|1|7500	12|0|36471|0|0|0|1|7500	12|0|37647|0|0|0|1|7500	12|0|38824|0|0|0|1|7500	12|0|40000|0|0|0|1|7500	12|0|41176|0|0|0|1|7500	12|0|42353|0|0|0|1|7500	12|0|43529|0|0|0|1|7500	12|0|44706|0|0|0|1|7500	12|0|45882|0|0|0|1|7500	12|0|47059|0|0|0|1|7500	12|0|48235|0|0|0|1|7500	12|0|48235|0|0|0|1|7500	12|0|48235|0|0|0|1|7500	12|0|48235|0|0|0|1|7500	12|0|48235|0|0|0|1|7500	12|0|48235|0|0|0|1|7500
