Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
101401021	1	1	0.3									0	0	
101402031	2	1	0.3									0	0	
101403011	1	1	0.3									0	0	
101403021	2	1	0.3									0	0	
101403031	1	1	0.3									0	0	
101403041	2	1	0.3									0	0	
101403051	1	1	0.3									0	0	
101404011	2	1	0.3									0	0	
101404021	1	1	0.3									0	0	
101404031	2	1	0.3									0	0	
101405021	5	1	0.3									0		
101406021	4	1	0.3	2	10	0.2						1	3	-5
101407021	4	1	0.3	2	10	0.2						1	3	-5
101408021	4	1	0.3	2	10	0.2						1	3	-5
101409051	1	1	0.3									1	0	
101409061	1	1	0.3									1	0	
101409071	1	1	0.3									1	0	
101409081	2	1	0.3									1	0	
101409091	2	1	0.3									1	0	
101409101	2	1	0.3									1	0	
101409111	1	1	0.3									1	0	
101409121	1	1	0.3									1	0	
101409131	2	1	0.3									1	0	
101409141	2	1	0.3									1	0	
101409151	2	1	0.3									1	0	
101409161	1	1	0.3									1	0	
101409171	1	1	0.3									1	0	
101409181	2	1	0.3									1	0	
101409191	1	1	0.3									1	0	
101409201	2	1	0.3									1	0	
101409241	2	1	0.3									1	0	
101409251	2	1	0.3									1	0	
101409261	2	1	0.3									1	0	
101409271	2	1	0.3									1	0	
101409281	1	1	0.3									1	0	
101409291	1	1	0.3									1	0	
101409301	1	1	0.3									1	0	
101409311	1	1	0.3									1	0	
101410051	1	1	0.3									1	0	
101410061	1	1	0.3									1	0	
101410071	1	1	0.3									1	0	
101410081	2	1	0.3									1	0	
101410091	2	1	0.3									1	0	
101410101	2	1	0.3									1	0	
101410111	1	1	0.3									1	0	
101410121	1	1	0.3									1	0	
101410131	2	1	0.3									1	0	
101410141	2	1	0.3									1	0	
101410151	2	1	0.3									1	0	
101410161	1	1	0.3									1	0	
101410171	1	1	0.3									1	0	
101410181	2	1	0.3									1	0	
101410191	1	1	0.3									1	0	
101410201	2	1	0.3									1	0	
101410241	2	1	0.3									1	0	
101410251	2	1	0.3									1	0	
101410261	2	1	0.3									1	0	
101410271	2	1	0.3									1	0	
101410281	1	1	0.3									1	0	
101410291	1	1	0.3									1	0	
101410301	1	1	0.3									1	0	
101410311	1	1	0.3									1	0	
101411051	1	1	0.3									1	0	
101411061	1	1	0.3									1	0	
101411071	1	1	0.3									1	0	
101411081	2	1	0.3									1	0	
101411091	2	1	0.3									1	0	
101411101	2	1	0.3									1	0	
101411111	1	1	0.3									1	0	
101411121	1	1	0.3									1	0	
101411131	2	1	0.3									1	0	
101411141	2	1	0.3									1	0	
101411151	2	1	0.3									1	0	
101411161	1	1	0.3									1	0	
101411171	1	1	0.3									1	0	
101411181	2	1	0.3									1	0	
101411191	1	1	0.3									1	0	
101411201	2	1	0.3									1	0	
101411241	2	1	0.3									1	0	
101411251	2	1	0.3									1	0	
101411261	2	1	0.3									1	0	
101411271	2	1	0.3									1	0	
101411281	1	1	0.3									1	0	
101411291	1	1	0.3									1	0	
101411301	1	1	0.3									1	0	
101411311	1	1	0.3									1	0	
101412021	1	1	0.3									1	0	
101413021	1	1	0.3									1	0	
101414021	1	1	0.3									1	0	
101415041	1	1	0.3									1	0	
101415051	1	1	0.3									1	0	
101415061	1	1	0.3									1	0	
101415071	1	1	0.3									1	0	
101418051	1	1	0.3									1	0	
101422021	4	1	0.3	2	10	0.2						1	3	-5
101423021	4	1	0.3	2	10	0.2						1	3	-5
101425011	4	1	0.3	2	10	0.2						1	3	-5
