Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
873601071	2	0.6	0.2									1	0	
873602071	2	0.6	0.2									1	0	
873603071	2	0.6	0.2									1	0	
873604081	2	0.6	0.2									1	0	
873605091	2	0.6	0.2									1	0	
873607031	5	0.6	0.2									1		
873607081	5	0.6	0.2									1		
873608091	2	0.6	0.2									1	0	
873608101	2	0.6	0.2									1	0	
873611091	2	0.6	0.2									1	0	
873611101	2	0.6	0.2									1	0	
874106171	2	0.6	0.2									1	0	
874106181	2	0.6	0.2									1	0	
874106191	2	0.6	0.2									1	0	
874106201	2	0.6	0.2									1	0	
874106211	2	0.6	0.2									1	0	
874106221	2	0.6	0.2									1	0	
874106231	2	0.6	0.2									1	0	
874106241	2	0.6	0.2									1	0	
874109171	2	0.5	0.2									1	0	
874109181	2	0.5	0.2									1	0	
874109191	2	0.5	0.2									1	0	
874109201	2	0.5	0.2									1	0	
874109211	2	0.5	0.2									1	0	
874109221	2	0.5	0.2									1	0	
874109231	2	0.5	0.2									1	0	
874109241	2	0.5	0.2									1	0	
874112051	6	0.8	0.2									1		
874112061	6	0.8	0.2									1		
874112071	6	0.8	0.2									1		
874112081	6	0.8	0.2									1		
874117171	2	0.6	0.2									1	0	
874117181	2	0.6	0.2									1	0	
874117191	2	0.6	0.2									1	0	
874117201	2	0.6	0.2									1	0	
874117211	2	0.6	0.2									1	0	
874117221	2	0.6	0.2									1	0	
874117231	2	0.6	0.2									1	0	
874117241	2	0.6	0.2									1	0	
874118171	2	0.6	0.2									1	0	
874118181	2	0.6	0.2									1	0	
874118191	2	0.6	0.2									1	0	
874118201	2	0.6	0.2									1	0	
874118211	2	0.6	0.2									1	0	
874118221	2	0.6	0.2									1	0	
874118231	2	0.6	0.2									1	0	
874118241	2	0.6	0.2									1	0	
874119171	2	0.6	0.2									1	0	
874119181	2	0.6	0.2									1	0	
874119191	2	0.6	0.2									1	0	
874119201	2	0.6	0.2									1	0	
874119211	2	0.6	0.2									1	0	
874119221	2	0.6	0.2									1	0	
874119231	2	0.6	0.2									1	0	
874119241	2	0.6	0.2									1	0	
874119441	1	0.2	0.2									1	0	
874120441	1	0.2	0.2									1	0	
874122251	5	0.8	0.2									1		
874122261	5	0.8	0.2									1		
874122271	5	0.8	0.2									1		
874122281	5	0.8	0.2									1		
874122291	5	0.8	0.2									1		
874122301	5	0.8	0.2									1		
874122311	5	0.8	0.2									1		
874122321	5	0.8	0.2									1		
874123171	5	0.8	0.2									1		
874123181	5	0.8	0.2									1		
874123191	5	0.8	0.2									1		
874123201	5	0.8	0.2									1		
874123211	5	0.8	0.2									1		
874123221	5	0.8	0.2									1		
874123231	5	0.8	0.2									1		
874123241	5	0.8	0.2									1		
874124171	5	0.8	0.2									1		
874124181	5	0.8	0.2									1		
874124191	5	0.8	0.2									1		
874124201	5	0.8	0.2									1		
874124211	5	0.8	0.2									1		
874124221	5	0.8	0.2									1		
874124231	5	0.8	0.2									1		
874124241	5	0.8	0.2									1		
