Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
994100011	5	0.3	0.2									1		
994100051	5	0.3	0.2									1		
994100061	4	0.6	0.2	2	10	0.3						1	3	
994100071	5	0.3	0.2									1		
994500011	1	0.3	0.2									1	0	
994500101	5	0.6	0.2									1		
994500151	3	0.3	0.2		20	0.2	0.6	0.25	0.1	-2.78E-17	0.2	1	1	-100
994501011	5	0.6	0.2									1		
904001011	3	0.5	0.2		10	0.6	0.9	0.25	0.1	0.2	0.2	1	1	-15
904002011	5	0.6	0.2		15	0.1						1		-50
904003011	5	0.6	0.2		20	0.1						1		-50
904004011	5	0.6	0.2		15	0.1						1		-30
904005011	4	0.6	0.2	2	10	0.5						1	3	
904501011	6	0.6	0.2		15	0.1						1		-100
904502011	3	0.5	0.2		10	0.45	0.9	0.25	0.1	0.2	0.2	1	1	-10
904503011	2	0.6	0.2		15	0.1						1	0	-100
904506011	2	0.6	0.2		10	0.5						1	0	
904506041	5	0.6	0.2									1		
904506061	4	0.6	0.2	2	26	1						1	3	-15
904514011	3	0.5	0.2		10	0.45	0.9	0.25	0.1	0.2	0.2	1	1	-10
904515011	2	0.6	0.2									1	0	
904515031	5	0.6	0.2									1		
904515051	4	0.6	0.2	2	25	1						1	3	-15
904601011	1	0.6	0.2									1	0	
904601021	2	0.6	0.2									1	0	
904609011	3	0.5	0.2		10	0.45	0.9	0.25	0.1	0.2	0.2	1	1	-10
904612021	1	0.3	0.2									1	0	
904612031	1	0.3	0.2									1	0	
904612041	1	0.3	0.2									1	0	
904612051	1	0.3	0.2									1	0	
904612061	1	0.3	0.2									1	0	
904612071	1	0.3	0.2									1	0	
904612081	1	0.3	0.2									1	0	
904612091	1	0.3	0.2									1	0	
904612101	1	0.3	0.2									1	0	
904612111	1	0.3	0.2									1	0	
904612121	1	0.3	0.2									1	0	
904612131	1	0.3	0.2									1	0	
