Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
101801011	1	1	0.3									0	0	
101802011	2	1	0.3									0	0	
101802021	2	1	0.3									0	0	
101803011	1	1	0.3									0	0	
101803021	2	1	0.3									0	0	
101803031	5	1	0.3		8	0.1						0		-70
101804011	6	1	0.3		10	0.15						0		-60
101804021	5	1	0.3									0		
101805011	2	1	0.3									0	0	
101805021	6	1	0.3									0		
101806011	6	1	0.3									0		
101807011	1	1	0.3									0	0	
101808011	6	1	0.3		12	0.1						1		-100
101808021	5	1	0.3									1		
101809011	1	1	0.3									0	0	
101810011	2	1	0.3									0	0	
101810021	2	1	0.3									0	0	
101811011	1	1	0.3									0	0	
101811021	2	1	0.3									0	0	
101811031	5	1	0.3		8	0.1						0		-70
101812011	6	1	0.3		10	0.15						0		-60
101812021	5	1	0.3									0		
101813011	2	1	0.3									0	0	
101813021	6	1	0.3									0		
101814011	6	1	0.3									0		
101815011	1	1	0.3									0	0	
101816011	6	1	0.3		12	0.1						1		-100
101816021	5	1	0.3									1		
101817011	5	1	0.3									1		
101818011	5	1	0.3									1		
101819011	5	1	0.3									1		
101820081	2	1	0.3		-3	0.1						1	0	
101820091	1	1	0.3		-3	0.1						1	0	
101820101	2	1	0.3		-3	0.1						1	0	
101820111	1	1	0.3		-3	0.1						1	0	
101820121	2	1	0.3		-3	0.1						1	0	
101820131	1	1	0.3		-3	0.1						1	0	
101820141	2	1	0.3		-3	0.1						1	0	
101820151	1	1	0.3		-3	0.1						1	0	
101820161	2	1	0.3		-3	0.1						1	0	
101820171	1	1	0.3		-3	0.1						1	0	
101821011	5	1	0.3		10	0.1						1		-80
101822011	5	1	0.3									1		
101823011	5	1	0.3									1		
101824011	1	1	0.3									1	0	
101824021	6	1	0.3		10	0.1						1		
101825011	1	1	0.3									1	0	
101825021	6	1	0.3		10	0.1						1		
101826021	1	1	0.3									1	0	
101826031	6	1	0.3		10	0.1						1		
101827231	5	1	0.3									1		
101827241	6	1	0.3									1		
101827251	5	1	0.3									1		
101827261	3	1	0.3				1.2	0.25	0.2	0.6	0.2	1	3	
101831021	1	1	0.3									1	0	
101831031	6	1	0.3		10	0.1						1		
101834041	5	1	0.3									1		
101834051	3	1	0.3		5	0.1	1.2	0.1	0.2	0.6	0.2	1	3	-5
100901011	6	1	0.3		10	0.15						1		-50
100902011	1	1	0.3									1	0	
100902021	1	1	0.3									1	0	
100902031	5	1	0.3		10	0.15						1		-40
100903011	2	1	0.3									1	0	
100903021	2	1	0.3									1	0	
100904011	2	1	0.3									1	0	
100904021	1	1	0.3									1	0	
100904031	2	1	0.3									1	0	
100904041	1	1	0.3									1	0	
100904051	6	1	0.3		10	0.15						1		-50
100905011	6	1	0.3									1		
100905021	5	1	0.3									1		
100905031	4	1	0.3	2								1	3	
100906011	6	1	0.3									1		
100906021	5	1	0.3									1		
100906031	4	1	0.3	2								1	3	
100907011	6	1	0.3									1		
100907021	6	1	0.3									1		
100907031	4	1	0.3	2								1	3	
100908011	2	1	0.3		10	0.2						1	0	-40
100908021	2	1	0.3									1	0	
100908031	2	1	0.3									1	0	
100909011	2	1	0.3		10	0.2						1	0	-40
100909021	2	1	0.3									1	0	
100909031	2	1	0.3									1	0	
100910011	2	1	0.3		10	0.2						1	0	-40
100910021	2	1	0.3									1	0	
100910031	2	1	0.3									1	0	
100911011	1	1	0.3									1	0	
100911021	3	1	0.3		8	0.3	1.5	0.1	0.4	0.2	0.4	1	3	-10
100912011	1	1	0.3									1	0	
100912021	3	1	0.3		8	0.3	1.5	0.1	0.4	0.2	0.4	1	3	-10
100913011	1	1	0.3									1	0	
100913021	3	1	0.3		8	0.3	1.5	0.1	0.4	0.2	0.4	1	3	-10
100914011	1	1	0.3									1	0	
100914021	5	1	0.3									1		
100914031	6	1	0.3									1		
100914041	6	1	0.3									1		
100914051	5	1	0.3									1		
100914061	6	1	0.3									1		
100914071	4	1	0.3	2	40	0.3						1	3	-100
100918011	1	1	0.3									1	0	
100918021	3	1	0.3		8	0.3	1.5	0.1	0.4	0.2	0.4	1	3	-10
100921011	2	1	0.3									1	0	
100921021	3	0.8	0.3		8	0.2	1.5	0.1	0.2	0.2	0.4	1	3	
100923011	6	1	0.3		10	0.15						1		-50
100924011	4	1	0.3	2	55	0.25						1	3	-220
100924071	6	1	0.3									1		
