Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
815001011	1	0.3	0.2		8	0.05						1	0	
815002011	1	0.3	0.2		8	0.05						1	0	
815002031	1	0.3	0.2									1	0	
815003011	1	0.3	0.2		8	0.05						1	0	
815004111	3	0.55	0.2		20	0.8	1.6	0	0.25	0.05	0.25	1	1	-20
815005111	3	0.5	0.2		10	0.4	1	0.25	0.1	0.2	0.2	1	1	
815022011	1	0.3	0.2		8	0.05						1	0	
815022031	1	0.3	0.2		8	0.05						1	0	
815030011	1	0.3	0.2		8	0.05						1	0	
815030031	1	0.3	0.2									1	0	
815051011	4	1	0.2	2	2	0.4						1	3	
815052011	4	1	0.2	2	2	0.4						1	3	
815055011	1	1	0.2		5	0.1						1	0	
815056011	6	1	0.2		8	0.1						1		
815057011	4	1	0.2	2	2	0.4						1	3	
815061011	1	0.3	0.2		8	0.05						1	0	
815061031	1	0.3	0.2									1	0	
815061051	1	0.3	0.2		8	0.05						1	0	
815061071	1	0.3	0.2									1	0	
815061091	1	0.3	0.2		8	0.05						1	0	
815061111	1	0.3	0.2									1	0	
815063011	4	1	0.2	2	2	0.4						1	3	
816001011	1	0.3	0									1	0	
816001021	1	0.3	0		20	0.05						1	0	
816002011	1	0.3	0		20	0.05						1	0	
816002021	1	0.3	0		20	0.05						1	0	
816003011	3	0.5	0		12	0.5	0	0.25	0.1	0.2	0.2	1	1	
816004011	3	0.5	0.2		10	0.5	1.2	0.25	0.1	0.2	0.2	1	1	
816006011	1	0.3	0		20	0.05						1	0	
816006021	1	0.4	0		20	0.05						1	0	
816006031	3	0.5	0.2		10	0.5	1.2	0.25	0.1	0.2	0.2	1	1	
816007011	1	0.3	0		20	0.05						1	0	
816007021	3	0.5	0.2		10	0.5	1.2	0.25	0.1	0.2	0.2	1	1	
816008011	1	0.3	0		20	0.05						1	0	
816008021	1	0.3	0		20	0.05						1	0	
816008041	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
816011011	1	1	0		10	0.05						1	0	
816011021	1	0.4	0		10	0.05						1	0	
816011111	1	0.15	0									1	0	
816011121	3	0.4	0.2		20	0.4	1	0.25	0.1	0.1	0.2	1	1	
816012031	3	0.9	0.2		2	0.9	2.5	0.25	0.1	0.6	0.2	1	1	
816013021	1	0.5	0.5		2	0.5						1	0	
816013041	3	0	0		80	0.05	0	0.25	0.1	-0.3	0.2	1	1	
816014011	1	0.3	0		20	0.05						1	0	
816014021	1	0.4	0		20	0.05						1	0	
816014031	3	0.5	0.2		10	0.5	1.2	0.25	0.1	0.2	0.2	1	1	
816015011	1	0.3	0		20	0.05						1	0	
816015021	3	0.5	0.2		10	0.5	1.2	0.25	0.1	0.2	0.2	1	1	
816016011	1	0.3	0		20	0.05						1	0	
816016021	1	0.3	0		20	0.05						1	0	
816016041	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
816017031	3	0.5	0.2		10	0.5	1.2	0.25	0.1	0.2	0.2	1	1	
816019121	3	0.5	0.2		10	0.4	1	0.25	0.1	0.2	0.2	1	1	
816055011	1	0.5	0.2									1	0	
816056011	1	1	0									1	0	
816056021	1	0.4	0									1	0	
816056181	1	0.15	0									1	0	
816056191	5	0.4	0.2		20	0.4						1		
816057031	3	0.9	0.2		2	0.9	2.5	0.25	0.1	0.6	0.2	1	1	
816058021	1	0.5	0.5		2	0.5						1	0	
816058041	3	0	0				1	0.25	0.1	-0.3	0.2	1	1	
816061031	3	0.5	0.2		10	0.4	1	0.25	0.1	0.2	0.2	1	1	
816062211	3	0.5	0.2		10	0.2	1	0.25	0.1	0.2	0.2	1	1	
816063011	1	0.5	0.2									1	0	
816063021	1	0.5	0.2									1	0	
816063041	3	0.5	0.2		20	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
816070011	1	0.3	0		20	0.05						1	0	
816070021	1	0.4	0		20	0.05						1	0	
816070031	3	0.5	0.2		10	0.5	1.2	0.25	0.1	0.2	0.2	1	1	
816071011	1	0.3	0		20	0.05						1	0	
816071021	3	0.5	0.2		10	0.5	1.2	0.25	0.1	0.2	0.2	1	1	
816072011	1	0.3	0		20	0.05						1	0	
816072021	1	0.3	0		20	0.05						1	0	
816072041	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
816073031	3	0.5	0.2		10	0.4	1	0.25	0.1	0.2	0.2	1	1	
817001111	5	0.5	0.2									1		
817002111	6	0.5	0.2									1		
817003121	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
817004011	5	0.5	0.2									1		
817004031	6	0.5	0.2									1		
817004051	5	0.5	0.2									1		
817004071	6	0.5	0.2									1		
817006121	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
817015121	5	0.4	0.2		5	0.2						1		
817020111	5	0.5	0.2									1		
817021011	6	0.5	0.2									1		
817053121	1	0.5	0.2									1	0	
817053131	2	0.5	0.2									1	0	
817053141	1	0.5	0.2									1	0	
817053151	2	0.5	0.2									1	0	
817053161	1	0.5	0.2									1	0	
817053171	2	0.5	0.2									1	0	
817053181	1	0.5	0.2									1	0	
817053191	2	0.5	0.2									1	0	
817054121	1	0.5	0.2									1	0	
817054131	2	0.5	0.2									1	0	
817054141	1	0.5	0.2									1	0	
817054151	2	0.5	0.2									1	0	
817054161	1	0.5	0.2									1	0	
817054171	2	0.5	0.2									1	0	
817054181	1	0.5	0.2									1	0	
817054191	2	0.5	0.2									1	0	
817055011	1	0.5	0.2									1	0	
817056011	1	0.5	0.2									1	0	
817057181	1	0.5	0.2									1	0	
817057191	1	0.5	0.2									1	0	
817057201	1	0.5	0.2									1	0	
817057211	1	0.5	0.2									1	0	
817057221	1	0.5	0.2									1	0	
817057231	1	0.5	0.2									1	0	
817058011	6	0.5	0.2									1		
817059011	6	0.5	0.2									1		
817060031	6	0.5	0.2									1		
817060051	6	0.5	0.2									1		
817060071	6	0.5	0.2									1		
817060091	6	0.5	0.2									1		
817060111	6	0.5	0.2									1		
817060131	6	0.5	0.2									1		
817061011	5	0.5	0.2									1		
817061021	6	0.5	0.2									1		
817061031	5	0.5	0.2									1		
817061041	6	0.5	0.2									1		
817061051	5	0.5	0.2									1		
817061061	6	0.5	0.2									1		
817061071	5	0.5	0.2									1		
817062011	1	0.5	0.2									1	0	
817062021	2	0.5	0.2									1	0	
817062031	1	0.5	0.2									1	0	
817062041	2	0.5	0.2									1	0	
817062051	1	0.5	0.2									1	0	
817062061	2	0.5	0.2									1	0	
817062071	1	0.5	0.2									1	0	
817062081	2	0.5	0.2									1	0	
817062091	1	0.5	0.2									1	0	
817062101	1	0.5	0.2									1	0	
817062111	2	0.5	0.2									1	0	
817062121	1	0.5	0.2									1	0	
817062131	2	0.5	0.2									1	0	
817062141	1	0.5	0.2									1	0	
817062151	2	0.5	0.2									1	0	
817062161	1	0.5	0.2									1	0	
817062171	2	0.5	0.2									1	0	
817062181	1	0.5	0.2									1	0	
817062211	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
817062221	6	0.5	0.2									1		
817062251	6	0.5	0.2									1		
817062271	6	0.5	0.2									1		
817063121	5	0.5	0.2									1		
817063141	5	0.5	0.2									1		
817063161	5	0.5	0.2									1		
817063181	5	0.5	0.2									1		
817063201	5	0.5	0.2									1		
817063221	5	0.5	0.2									1		
817063241	5	0.5	0.2									1		
817063261	5	0.5	0.2									1		
817063281	5	0.5	0.2									1		
817063301	5	0.5	0.2									1		
817070031	5	0.5	0.2									1		
817073031	5	0.5	0.2									1		
818001011	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818002041	1	0.5	0.2									1	0	
818003111	3	0.5	0.2		10	0.4	1	0.25	0.1	0.2	0.2	1	1	
818004011	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818004021	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818004031	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818004041	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818004051	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818005211	3	0.5	0.2		10	0.4	1	0.25	0.1	0.2	0.2	1	1	
818012011	3	0.5	0.2		30	0.5	6	0.25	0.1	0.2	0.2	1	1	-20
818012991	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818012981	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818012971	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818012961	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818012951	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818012941	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818012931	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818012921	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
818012911	3	0.5	0.2		8	0.5	0.8	0.25	0.1	0.2	0.2	1	1	
831001011	1	0.5	0.2		8	0.1						1	0	
831001021	2	0.5	0.2		8	0.1						1	0	
831001031	1	0.5	0.2		8	0.1						1	0	
831001041	3	1	0.2		8	0.1	1.1	0.25	0.1	0.7	0.2	1	1	
831001051	3	0.2	0.2		8	0.5	0	0.25	0.1	-0.1	0.2	1	1	
831002011	1	0.5	0.5		12	0.2						1	0	
831002021	1	0.5	0.5		12	0.2						1	0	
831002031	1	0.5	0.5		12	0.1						1	0	
831002041	1	0.5	0.5		12	0.2						1	0	
831002051	3	0.5	0.5		20	0.35	0.8	0.25	0.1	0.2	0.2	1	1	
831004011	3	1	0.2		8	0.1	1.5	0.25	0.1	0.7	0.2	1	1	
831004021	3	0.5	0.2		50	0.3	0.8	0.25	0.1	0.2	0.2	1	1	-20
831005011	1	0.5	0.2		12	0.1						1	0	
831005021	2	0.5	0.2		12	0.1						1	0	
831005031	3	1	0.2		12	0.1	1	0.25	0.1	0.7	0.2	1	1	
831005041	3	0.2	0.2		20	0.2	0	0.25	0.1	-0.1	0.2	1	1	
831006011	3	1.5	0.2		8	0.1	1.5	0.25	0.1	1.2	0.2	1	1	
831007011	3	0.5	0.2		50	0.3	0.8	0.25	0.1	0.2	0.2	1	1	-20
831008101	1	0.5	0.2									1	0	
831008111	1	0.5	0.2									1	0	
831013031	5	0.7	0.2		8	0.3						1		
831014011	3	2	0.2		8	0.1	1.5	0.25	0.1	1.7	0.2	1	1	
831015011	2	0.7	0.2		8	0.1						1	0	
831015021	3	0.5	0.2		20	0.3	1	0.25	0.1	0.2	0.2	1	1	
831016071	5	0.7	0.2		8	0.3						1		
831016991	4	0.5	0.2	2	8	0.1						1	3	
831018011	3	0.8	0.2		11	0.8	1.5	0.25	0.1	0.5	0.2	1	1	
831019011	5	0.5	0.2									1		
831019021	6	0.5	0.2									1		
831019031	5	0.5	0.2									1		
831019041	6	0.5	0.2									1		
831019051	3	0.8	0.2		11	0.8	1.5	0.25	0.1	0.5	0.2	1	1	
831101111	3	0.5	0.5		60	0.5	1	0.25	0.1	0.2	0.2	1	1	-80
831102051	3	1	0.5		12	0.2	1	0.25	0.1	0.7	0.2	1	1	
831104011	3	1	0.5		8	0.1	1	0.25	0.1	0.7	0.2	1	1	
831105011	3	0.5	0.5		8	0.1	1.2	0.25	0.1	0.2	0.2	1	1	
831105021	3	1	1		8	0.1	1.4	0.25	0.1	0.7	0.2	1	1	
831106011	3	0	0		30	0.15	0	0.25	0.1	-0.3	0.2	1	1	-80
831107011	5	0.7	0.5		8	0.1						1		
831107021	6	0.7	0.7		8	0.1						1		
831108011	3	1	0.7				1	0.25	0.1	0.7	0.2	1	1	
831109011	1	0.3	0.5		8	0.1						1	0	
831109021	6	0.3	0.7		8	0.1						1		
831111011	5	0.7	0.2		2	0.1						1		
831112011	1	0.7	0.5		8	0.1						1	0	
831112021	3	0	0		30	0.15	0	0.25	0.1	-0.3	0.2	1	1	-80
831113011	1	0.7	0.5		8	0.1						1	0	
831113021	2	0.7	0.5		8	0.1						1	0	
831113031	2	0.7	0.5		8	0.1						1	0	
831113041	3	0	0		30	0.15	0	0.25	0.1	-0.3	0.2	1	1	-80
831114011	1	0.7	0.5		8	0.1						1	0	
831114021	2	0.7	0.5		8	0.1						1	0	
831114031	1	0.7	0.5		8	0.1						1	0	
831114041	2	0.7	0.5		8	0.1						1	0	
831114051	3	1	0.5		8	0.1	1.5	0.25	0.1	0.7	0.2	1	1	
831115011	4	0.7	0.2	2	15	0.1						1	3	
