Id	SkillId	Level	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	SubSkillId[1]	SubSkillId[2]	SubSkillId[3]	SubSkillId[4]	SubSkillId[5]	SubSkillId[6]	SubSkillId[7]	SubSkillId[8]	SubSkillId[9]	SubSkillId[10]	SubSkillId[11]	SubSkillId[12]	SubSkillId[13]	SubSkillId[14]	SubMagicId[1]	SubMagicId[2]	SubMagicId[3]	SubMagicId[4]	SubMagicId[5]	SubMagicId[6]	SubMagicId[7]	SubMagicId[8]	SubMagicId[9]	SubMagicId[10]	Ability	ResonanceAbility
1	101201	1					100101	100102	100103												100101	100102	100103	100144	100145	100146					0	25
2	101201	2					100101	100102	100103												100101	100102	100103	100144	100145	100146					5	50
3	101201	3					100101	100102	100103												100101	100102	100103	100144	100145	100146					10	75
4	101201	4					100101	100102	100103												100101	100102	100103	100144	100145	100146					15	100
5	101201	5					100101	100102	100103												100101	100102	100103	100144	100145	100146					20	125
6	101201	6					100101	100102	100103												100101	100102	100103	100144	100145	100146					25	150
7	101201	7					100101	100102	100103												100101	100102	100103	100144	100145	100146					30	175
8	101201	8					100101	100102	100103												100101	100102	100103	100144	100145	100146					35	200
9	101201	9					100101	100102	100103												100101	100102	100103	100144	100145	100146					40	225
10	101201	10					100101	100102	100103												100101	100102	100103	100144	100145	100146					45	250
11	101201	11					100101	100102	100103												100101	100102	100103	100144	100145	100146					52	275
12	101201	12					100101	100102	100103												100101	100102	100103	100144	100145	100146					60	300
13	101201	13					100101	100102	100103												100101	100102	100103	100144	100145	100146					67	0
14	101201	14					100101	100102	100103												100101	100102	100103	100144	100145	100146					75	0
15	101201	15					100101	100102	100103												100101	100102	100103	100144	100145	100146					82	0
16	101201	16					100101	100102	100103												100101	100102	100103	100144	100145	100146					90	0
17	101201	17					100101	100102	100103												100101	100102	100103	100144	100145	100146					97	0
18	101201	18					100101	100102	100103												100101	100102	100103	100144	100145	100146					105	0
19	101201	19					100101	100102	100103												100101	100102	100103	100144	100145	100146					110	0
20	101201	20					100101	100102	100103												100101	100102	100103	100144	100145	100146					115	0
21	101201	21					100101	100102	100103												100101	100102	100103	100144	100145	100146					120	0
22	101201	22					100101	100102	100103												100101	100102	100103	100144	100145	100146					125	0
23	101201	23					100101	100102	100103												100101	100102	100103	100144	100145	100146					130	0
24	101201	24					100101	100102	100103												100101	100102	100103	100144	100145	100146					135	0
25	101201	25					100101	100102	100103												100101	100102	100103	100144	100145	100146					140	0
26	101206	1	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					0	25
27	101206	2	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					5	50
28	101206	3	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					10	75
29	101206	4	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					15	100
30	101206	5	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					20	125
31	101206	6	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					25	150
32	101206	7	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					30	175
33	101206	8	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					35	200
34	101206	9	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					40	225
35	101206	10	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					45	250
36	101206	11	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					52	275
37	101206	12	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					60	300
38	101206	13	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					67	0
39	101206	14	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					75	0
40	101206	15	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					82	0
41	101206	16	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					90	0
42	101206	17	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					97	0
43	101206	18	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					105	0
44	101206	19	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					110	0
45	101206	20	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					115	0
46	101206	21	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					120	0
47	101206	22	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					125	0
48	101206	23	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					130	0
49	101206	24	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					135	0
50	101206	25	100100	100156			100107	100108	100109												100121	100122	100123	100124	100125	100126					140	0
51	101211	1					100104	100105	100106												100111	100112	100113								0	25
52	101211	2					100104	100105	100106												100111	100112	100113								5	50
53	101211	3					100104	100105	100106												100111	100112	100113								10	75
54	101211	4					100104	100105	100106												100111	100112	100113								15	100
55	101211	5					100104	100105	100106												100111	100112	100113								20	125
56	101211	6					100104	100105	100106												100111	100112	100113								25	150
57	101211	7					100104	100105	100106												100111	100112	100113								30	175
58	101211	8					100104	100105	100106												100111	100112	100113								35	200
59	101211	9					100104	100105	100106												100111	100112	100113								40	225
60	101211	10					100104	100105	100106												100111	100112	100113								45	250
61	101211	11					100104	100105	100106												100111	100112	100113								52	275
62	101211	12					100104	100105	100106												100111	100112	100113								60	300
63	101211	13					100104	100105	100106												100111	100112	100113								67	0
64	101211	14					100104	100105	100106												100111	100112	100113								75	0
65	101211	15					100104	100105	100106												100111	100112	100113								82	0
66	101211	16					100104	100105	100106												100111	100112	100113								90	0
67	101211	17					100104	100105	100106												100111	100112	100113								97	0
68	101211	18					100104	100105	100106												100111	100112	100113								105	0
69	101211	19					100104	100105	100106												100111	100112	100113								110	0
70	101211	20					100104	100105	100106												100111	100112	100113								115	0
71	101211	21					100104	100105	100106												100111	100112	100113								120	0
72	101211	22					100104	100105	100106												100111	100112	100113								125	0
73	101211	23					100104	100105	100106												100111	100112	100113								130	0
74	101211	24					100104	100105	100106												100111	100112	100113								135	0
75	101211	25					100104	100105	100106												100111	100112	100113								140	0
76	101216	1					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						0	25
77	101216	2					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						5	50
78	101216	3					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						10	75
79	101216	4					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						15	100
80	101216	5					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						20	125
81	101216	6					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						25	150
82	101216	7					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						30	175
83	101216	8					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						35	200
84	101216	9					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						40	225
85	101216	10					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						45	250
86	101216	11					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						52	275
87	101216	12					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						60	300
88	101216	13					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						67	0
89	101216	14					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						75	0
90	101216	15					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						82	0
91	101216	16					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						90	0
