Info	Key	X	Y
30061001	PB1	1456	2941
30061001	B101	719	1998
30061001	B102	593	1906
30061001	B103	753	1809
30061001	B104	593	1708
30061001	B105	721	1613
30061001	B106	784	2129
30061001	B107	748	2284
30061001	B108	901	2244
30061001	S1	1408	1741
30061001	B109	879	2388
30061001	B110	1059	2334
30061001	boss	561	1812
30030201	PB1	1737	1841
30030201	PB2	0	0
30030201	PB3	0	0
30030201	PB4	0	0
30030201	PB5	0	0
30030201	S999	1407	1743
30030201	B999	1407	1743
30030201	S1	1407	1743
30030201	B101	919	2419
30030201	B102	697	2233
30030201	B103	1194	2552
30030201	B104	650	2512
30030201	B105	958	2666
30030201	B106	1320	2813
30030201	B107	356	2609
30030201	B108	689	2795
30030201	B109	1073	2906
30030201	S2	1407	1743
30030201	B201	1761	2104
30030201	B202	1954	1896
30030201	B203	1989	1556
30030201	B204	2107	2135
30030201	B205	2182	1771
30030201	B206	2144	1335
30030201	B207	2378	2257
30030201	B208	2396	1911
30030201	B209	2431	1494
30030201	S3	1407	1743
30030201	B301	1463	1172
30030201	B302	1131	1191
30030201	B303	1799	1230
30030201	B304	1709	953
30030201	B305	1267	957
30030201	B306	939	1012
30030201	B307	1092	730
30030201	B308	1490	687
30030201	B309	1979	765
30030201	S4	1407	1743
30030201	B401	857	1965
30030201	B402	865	1664
30030201	B403	982	1394
30030201	B404	685	1441
30030201	B405	654	1789
30030201	B406	623	2110
30030201	B407	408	1953
30030201	B408	412	1598
30030201	B409	459	1246
99940010	PB1	1405	1983
99940010	P1	1411	1755
99940010	B101	1408	679
99940010	B102	1396	2819
99940010	B103	412	1758
99940010	B104	2369	1763
99940010	PB2	1410	1535
99940010	B1	1405	2427
90090001	PB1	1417	2346
90090001	B101	1404	1508
90090001	S1	1419	2210
